"TOB minus 1.1.1.2 TLIQ"
Date,VALUE_CONVERTED
"1242212400000","20.616979598999023"
"1242298800000","20.42293930053711"
"1242385200000","19.89739227294922"
"1242471600000","19.587478637695312"
"1242558000000","20.15294647216797"
"1242644400000","20.746217727661133"
"1242730800000","20.41659164428711"
"1242817200000","18.772092819213867"
"1242903600000","17.29903793334961"
"1242990000000","16.79018783569336"
"1243508400000","16.815401077270508"
"1243594800000","13.575508117675781"
"1243940400000","17.170530319213867"
"1244026800000","16.117591857910156"
"1244113200000","15.314311027526855"
"1244458800000","15.25283432006836"
"1244545200000","15.230544090270996"
"1244631600000","15.11541748046875"
"1244718000000","9.519815444946289"
"1244804400000","5.836995601654053"
"1244890800000","5.873106479644775"
"1245063600000","-1.4824837446212769"
"1245150000000","-18.63613510131836"
"1245236400000","-18.597864151000977"
"1245322800000","-11.942630767822266"
"1245409200000","5.372708797454834"
"1245495600000","5.6999897956848145"
"1245582000000","-14.412666320800781"
"1245668400000","-14.286308288574219"
"1245754800000","5.838943004608154"
"1245841200000","-1.8273881673812866"
"1245927600000","-19.706096649169922"
"1246014000000","-18.58859634399414"
"1246446000000","-18.56432342529297"
"1246618800000","-18.60297393798828"
"1246878000000","-18.63369369506836"
"1247050800000","-18.638160705566406"
"1247137200000","-18.63787269592285"
"1247482800000","-18.55510139465332"
"1247828400000","-15.477737426757812"
"1248087600000","-20.66500473022461"
"1248174000000","-18.63673210144043"
"1249297200000","-18.632139205932617"
"1249988400000","-18.59785270690918"
"1250161200000","-18.499052047729492"
"1250420400000","-18.618383407592773"
"1250852400000","-18.34248924255371"
"1250938800000","-14.346772193908691"
"1251457200000","-18.61149024963379"
"1251543600000","-18.348350524902344"
"1251630000000","-18.624494552612305"
"1251716400000","-18.56240463256836"
"1251802800000","-18.617021560668945"
"1251889200000","-14.31499195098877"
"1251975600000","-6.814896583557129"
"1252062000000","-18.15336799621582"
"1252148400000","-18.6213321685791"
"1252321200000","-8.552858352661133"
"1252407600000","18.872278213500977"
"1252666800000","19.100435256958008"
"1253185200000","19.205596923828125"
"1253617200000","19.180492401123047"
"1253790000000","18.57887077331543"
"1253876400000","14.900181770324707"
"1254222000000","11.838974952697754"
"1254308400000","5.0998334884643555"
"1254394800000","5.196537494659424"
"1254481200000","6.2038044929504395"
"1254826800000","4.753759384155273"
"1254913200000","5.381023406982422"
"1254999600000","5.486492156982422"
"1255086000000","6.502877712249756"
"1255172400000","7.834962844848633"
"1255258800000","13.563587188720703"
"1255345200000","15.790487289428711"
"1255431600000","16.746471405029297"
"1255518000000","17.550649642944336"
"1255604400000","18.071834564208984"
"1255690800000","18.412179946899414"
"1255950000000","15.527767181396484"
"1256036400000","5.3425517082214355"
"1256122800000","5.313318252563477"
"1256209200000","5.503123760223389"
"1256295600000","6.402785301208496"
"1256382000000","4.731369972229004"
"1256468400000","4.808718681335449"
"1256554800000","5.200109481811523"
"1256641200000","7.149150848388672"
"1256727600000","5.875854015350342"
"1256814000000","5.881566524505615"
"1256900400000","5.858551025390625"
"1257159600000","5.788794040679932"
"1257591600000","6.384799480438232"
"1257764400000","14.428903579711914"
"1257850800000","5.677703857421875"
"1257937200000","5.243385314941406"
"1258023600000","6.088025093078613"
"1258110000000","5.4907379150390625"
"1258282800000","5.746341228485107"
"1258369200000","7.286045074462891"
"1258542000000","6.2841362953186035"
"1258714800000","7.918376445770264"
"1258887600000","15.381043434143066"
"1258974000000","5.316319465637207"
"1259060400000","5.156871795654297"
"1259146800000","5.269718647003174"
"1259233200000","4.979211807250977"
"1259319600000","5.427209854125977"
"1259406000000","4.890132427215576"
"1259578800000","5.012466907501221"
"1259665200000","4.943531036376953"
"1259751600000","6.566623687744141"
"1259838000000","5.509024143218994"
"1259924400000","5.3350982666015625"
"1260097200000","5.33515739440918"
"1260183600000","6.898505210876465"
"1260270000000","5.136172771453857"
"1260356400000","5.58905029296875"
"1260442800000","5.146988391876221"
"1260529200000","5.8019304275512695"
"1260615600000","5.981568813323975"
"1260702000000","5.615008354187012"
"1260788400000","5.685669422149658"
"1260874800000","5.2602128982543945"
"1260961200000","5.115870952606201"
"1261047600000","9.607034683227539"
"1261134000000","17.973058700561523"
"1261220400000","18.539236068725586"
"1261306800000","18.46991729736328"
"1261652400000","19.13707733154297"
"1261738800000","19.564748764038086"
"1261911600000","11.676522254943848"
