"TIB minus 1.1.1 TLIQ 1"
Date,VALUE_CONVERTED
"1420455600000","-0.242209792137146"
"1420542000000","-3.6722075939178467"
"1420628400000","-4.373770713806152"
"1420974000000","-14.31480598449707"
"1421060400000","13.768653869628906"
"1421146800000","-8.157381057739258"
"1421578800000","-13.226131439208984"
"1421665200000","14.064737319946289"
"1422010800000","14.2323579788208"
"1422529200000","14.080368995666504"
"1422615600000","-5.890235424041748"
"1423220400000","-14.700675964355469"
"1423306800000","-2.183056116104126"
"1423393200000","1.0882859230041504"
"1423479600000","10.2820463180542"
"1423566000000","4.927489280700684"
"1424689200000","-14.685232162475586"
"1426590000000","-14.83349895477295"
"1428145200000","-14.751349449157715"
"1428404400000","-15.109758377075195"
"1428922800000","-15.417201042175293"
"1429614000000","-15.164362907409668"
"1430132400000","-14.684197425842285"
"1430996400000","-14.737523078918457"
"1431082800000","5.723505973815918"
"1432119600000","8.448144912719727"
"1432638000000","-14.241690635681152"
"1432810800000","-14.794692993164062"
"1432983600000","-15.119353294372559"
"1434193200000","-14.780850410461426"
"1434279600000","-10.828564643859863"
"1434366000000","17.25185203552246"
"1434452400000","18.507436752319336"
"1434711600000","14.210058212280273"
"1434798000000","-11.877335548400879"
"1434884400000","-14.895150184631348"
"1434970800000","-14.969355583190918"
"1435143600000","-14.917431831359863"
"1435662000000","-15.074625968933105"
"1435748400000","-0.1524960994720459"
"1435921200000","-15.371975898742676"
"1436007600000","-15.2962646484375"
"1436180400000","-15.017373085021973"
"1436266800000","-6.608176231384277"
"1436439600000","-14.912195205688477"
"1437390000000","-14.919722557067871"
"1437649200000","-14.162817001342773"
"1438686000000","-15.025120735168457"
"1438858800000","-15.333457946777344"
"1438945200000","-15.33051872253418"
"1439031600000","-15.359825134277344"
"1439118000000","-15.106749534606934"
"1439204400000","-9.773957252502441"
"1439290800000","-11.730976104736328"
"1439377200000","-14.85002326965332"
"1439463600000","-14.8412446975708"
"1439550000000","-14.834861755371094"
"1439636400000","-14.83903980255127"
"1439722800000","-14.844725608825684"
"1439809200000","-14.844618797302246"
"1439895600000","-14.856148719787598"
"1439982000000","-14.850866317749023"
"1440068400000","-14.862081527709961"
"1440154800000","-14.85368537902832"
"1440241200000","-14.844335556030273"
"1440327600000","-14.840682029724121"
"1440414000000","-14.838232040405273"
"1440500400000","-14.83430004119873"
"1440586800000","-15.135318756103516"
"1440759600000","-15.389325141906738"
"1441018800000","-11.450333595275879"
"1441105200000","11.487338066101074"
"1441191600000","6.251840591430664"
"1441278000000","-15.199418067932129"
"1441969200000","-14.189289093017578"
"1442314800000","-14.91409969329834"
"1442401200000","-14.835275650024414"
"1443006000000","-13.740959167480469"
"1444215600000","-14.91763973236084"
"1444820400000","-14.931726455688477"
"1444906800000","-14.953969955444336"
"1444993200000","-14.899161338806152"
"1445252400000","-14.957803726196289"
"1445338800000","-14.922369003295898"
"1446634800000","-14.946320533752441"
"1446721200000","-12.594651222229004"
"1446807600000","-9.729557991027832"
"1446894000000","-2.1486968994140625"
"1446980400000","3.096301555633545"
"1447066800000","-8.898056030273438"
"1447153200000","14.218244552612305"
"1447326000000","14.247077941894531"
"1447412400000","7.724148750305176"
"1447671600000","-14.844415664672852"
"1447758000000","-15.026019096374512"
"1449831600000","-14.738025665283203"
"1449918000000","-1.795939326286316"
"1450004400000","-15.042684555053711"
"1450090800000","-4.692760467529297"
"1450177200000","4.64565896987915"
"1450263600000","12.730928421020508"
"1450350000000","9.902617454528809"
"1450436400000","7.1027703285217285"
"1450522800000","6.620661735534668"
