"TIB minus 1.1.1 TLIQ 1"
Date,VALUE_CONVERTED
"1242212400000","22.20453643798828"
"1242298800000","19.988855361938477"
"1242385200000","18.920536041259766"
"1242471600000","20.20046615600586"
"1242558000000","20.45880126953125"
"1242644400000","21.798364639282227"
"1242730800000","19.716691970825195"
"1242817200000","15.601556777954102"
"1242903600000","13.085925102233887"
"1242990000000","13.128009796142578"
"1243249200000","15.364437103271484"
"1243335600000","16.01014518737793"
"1243508400000","16.786649703979492"
"1243594800000","14.222482681274414"
"1243854000000","15.463006973266602"
"1243940400000","15.077731132507324"
"1244026800000","14.661959648132324"
"1244113200000","14.48525333404541"
"1244458800000","14.63084602355957"
"1244718000000","13.065779685974121"
"1244804400000","5.70533561706543"
"1244890800000","5.584987640380859"
"1244977200000","5.507981300354004"
"1245063600000","5.994732856750488"
"1245322800000","5.9937615394592285"
"1245409200000","5.716416358947754"
"1245495600000","5.709831237792969"
"1245668400000","5.581961154937744"
"1245754800000","6.186663627624512"
"1245841200000","15.276703834533691"
"1245927600000","16.5487060546875"
"1246014000000","18.24845314025879"
"1246100400000","15.576315879821777"
"1246186800000","15.162824630737305"
"1246273200000","14.905613899230957"
"1246359600000","9.455363273620605"
"1246532400000","5.953230857849121"
"1246618800000","5.851324081420898"
"1246878000000","5.859914302825928"
"1246964400000","5.8001790046691895"
"1247050800000","5.852731227874756"
"1247482800000","5.9879231452941895"
"1247569200000","5.790402889251709"
"1247828400000","7.1134934425354"
"1248087600000","6.230050563812256"
"1248174000000","6.267956256866455"
"1248260400000","6.6099395751953125"
"1248865200000","5.886881351470947"
"1248951600000","6.615716457366943"
"1249210800000","6.430298805236816"
"1249297200000","6.671815872192383"
"1249470000000","5.671648025512695"
"1249642800000","6.083988666534424"
"1249988400000","6.1822896003723145"
"1250420400000","5.962011337280273"
"1250593200000","5.926775932312012"
"1250679600000","6.50355863571167"
"1250852400000","6.244563579559326"
"1250938800000","6.979864120483398"
"1251111600000","6.251293659210205"
"1251370800000","5.9502482414245605"
"1251802800000","5.960022926330566"
"1251889200000","9.898579597473145"
"1251975600000","11.597416877746582"
"1252062000000","13.036038398742676"
"1252148400000","15.862088203430176"
"1252234800000","17.283430099487305"
"1252321200000","17.852968215942383"
"1252666800000","18.26429557800293"
"1252926000000","18.467723846435547"
"1253012400000","18.015884399414062"
"1253185200000","18.329605102539062"
"1253703600000","18.64021873474121"
"1253790000000","17.990636825561523"
"1253876400000","14.700753211975098"
"1254222000000","12.119107246398926"
"1254481200000","5.975600719451904"
"1254826800000","5.622119426727295"
"1254913200000","5.490880966186523"
"1254999600000","5.672840595245361"
"1255086000000","6.843262672424316"
"1255172400000","6.859061241149902"
"1255258800000","12.020187377929688"
"1255345200000","14.808379173278809"
"1255431600000","16.243295669555664"
"1255518000000","17.152997970581055"
"1255604400000","17.80984878540039"
"1255690800000","18.088346481323242"
"1255950000000","15.277908325195312"
"1256295600000","5.926542282104492"
"1256382000000","5.593175888061523"
"1256468400000","5.380000114440918"
"1256554800000","5.390839099884033"
"1256641200000","6.721145153045654"
"1256900400000","5.4739603996276855"
"1256986800000","5.84686803817749"
"1257591600000","6.305727481842041"
"1257764400000","14.080399513244629"
"1257937200000","5.551370620727539"
"1258023600000","5.867525577545166"
"1258369200000","6.168056011199951"
"1258542000000","6.502532958984375"
"1258714800000","7.831002712249756"
"1258887600000","15.06938362121582"
"1259751600000","5.581385612487793"
"1259838000000","5.598079681396484"
"1259924400000","5.515131950378418"
"1260097200000","5.755283355712891"
"1260183600000","7.556153774261475"
"1260270000000","5.645485877990723"
"1260356400000","5.8150954246521"
"1260529200000","5.890770435333252"
"1260615600000","6.075933456420898"
"1260702000000","5.861044406890869"
"1260788400000","5.685107707977295"
"1261047600000","6.934087753295898"
"1261134000000","18.013111114501953"
"1261479600000","18.317556381225586"
"1261738800000","18.8443660736084"
﻿"TIB minus 1.1.1 TLIQ 1"
Date,VALUE_CONVERTED
"1262948400000","18.500442504882812"
"1263207600000","18.3350887298584"
"1263294000000","17.884634017944336"
"1263380400000","16.224428176879883"
"1263466800000","7.150671482086182"
"1263553200000","4.913243293762207"
"1263812400000","6.295526504516602"
"1263898800000","4.809064865112305"
"1263985200000","3.6781539916992188"
"1264071600000","5.83460807800293"
"1264158000000","6.06801700592041"
"1264417200000","3.7143898010253906"
"1264503600000","4.7419328689575195"
"1265022000000","5.411941051483154"
"1267527600000","5.378463268280029"
"1268305200000","5.3096923828125"
"1268910000000","5.5681304931640625"
"1268996400000","5.253932952880859"
"1269601200000","5.163399696350098"
"1269946800000","5.29517936706543"
"1270119600000","5.493053436279297"
"1270378800000","5.2168779373168945"
"1270551600000","5.63214635848999"
"1270724400000","5.181384563446045"
"1270810800000","5.305307388305664"
"1271070000000","5.218437671661377"
"1271502000000","5.229624271392822"
"1272279600000","5.383546352386475"
"1272366000000","5.686343669891357"
"1275044400000","5.453122615814209"
"1275130800000","5.397660732269287"
"1275476400000","5.084338188171387"
"1275994800000","5.53671932220459"
"1278414000000","5.548526763916016"
"1278673200000","5.464295387268066"
"1278759600000","5.501617908477783"
"1278846000000","5.283016681671143"
"1279537200000","6.279680252075195"
"1279623600000","13.024839401245117"
"1279710000000","5.5226263999938965"
"1280142000000","5.565937519073486"
"1280746800000","5.521730422973633"
"1281351600000","5.551148891448975"
"1283166000000","5.827518463134766"
"1283252400000","16.10418701171875"
"1283338800000","12.850740432739258"
"1283511600000","5.200687885284424"
"1284462000000","5.149291038513184"
"1284634800000","5.497113227844238"
"1284807600000","5.58509635925293"
